aid,anno,posizione,corrispondente,n_autori,wid
5017745259,2022,last,False,2,W4294975107
5017750023,2020,last,False,3,W3132235657
5017783286,2022,first,False,5,W4294974928
5017806490,2020,middle,False,5,W3097791920
5017810904,2022,first,False,4,W4283653444
5017810911,2021,last,False,5,W3174622107
5017817734,2020,first,False,4,W3005576497
5017821899,2022,middle,False,4,W4285137726
5017822547,2022,last,False,2,W4313174575
5017832889,2021,first,False,3,W3158543275
5017835517,2020,first,False,6,W3035422387
5017837328,2020,last,False,4,W3112739920
5017861176,2022,middle,False,10,W4285162243
5017862559,2022,last,False,6,W4224921414
5017862925,2022,last,False,3,W4293220829
5017863793,2021,last,False,3,W3199321767
5017867321,2020,middle,False,4,W3033904515
5017877491,2021,first,False,3,W3157975787
5017880637,2022,middle,False,16,W4311711276
5017886809,2022,middle,False,3,W4366724302
5017887249,2021,middle,False,23,W3190761184
5017893281,2022,last,True,4,W4220967830
5017899846,2022,middle,False,6,W4283369524
5017900355,2020,middle,False,4,W3004922004
5017918038,2021,middle,False,5,W3212341733
5017923507,2022,last,False,2,W4224264919
5017927919,2022,middle,False,3,W4226481123
5017940779,2020,first,False,2,W3081965855
5017943466,2019,last,False,4,W2970539732
5017944645,2021,middle,True,5,W3205248144
5017958057,2021,last,False,2,W3179335881
5017964015,2022,middle,False,4,W4286541435
5017986169,2022,middle,False,13,W4293088946
5018008959,2020,middle,False,3,W3105459765
5018025509,2021,last,True,3,W3204648240
5018033573,2022,middle,False,6,W4287889449
5018039983,2021,last,True,4,W3122438992
5018048694,2019,first,False,4,W2972732386
5018050173,2021,middle,False,5,W4205401592
5018053861,2022,middle,False,7,W4309339960
5018062280,2021,last,False,5,W4206740323
5018064043,2022,middle,False,3,W4366674457
5018077195,2021,first,False,6,W3185106531
5018077979,2020,middle,False,4,W2997505754
5018084268,2021,middle,False,9,W3184309109
5018115197,2021,first,False,7,W3156559819
5018126799,2022,first,True,1,W4297841508
5018128809,2022,middle,False,7,W4294975745
5018138946,2019,last,False,3,W3104723404
5018149714,2021,last,False,7,W3213053518
5018161559,2021,middle,False,7,W4225512842
5018162534,2022,middle,False,4,W4385572838
5018175815,2022,middle,False,5,W4318812474
5018181832,2022,middle,False,6,W4310358279
5018207350,2022,middle,False,14,W4282587058
5018211585,2020,last,False,3,W2998009309
5018241237,2021,first,False,6,W3188341083
5018252802,2021,last,False,4,W4225583195
5018256474,2020,last,False,5,W3101658985
5018264265,2021,middle,False,7,W4205731455
5018267399,2022,middle,False,7,W4290998851
5018267482,2019,middle,False,5,W2970916293
5018275477,2021,middle,False,8,W3193951565
5018282808,2022,middle,False,7,W4312612915
5018283565,2020,first,False,4,W3086837474
5018286848,2021,first,False,4,W3121163724
5018287566,2020,last,False,3,W3093592644
5018288181,2019,last,False,5,W2964529779
5018300421,2022,middle,False,6,W4328028485
5018302371,2021,first,False,3,W3154898820
5018320806,2022,last,False,4,W4205412178
5018343158,2021,first,False,2,W3174501435
5018352758,2021,last,False,7,W3158783012
5018362446,2021,middle,False,6,W3192807327
5018385255,2021,middle,False,5,W4226096048
5018390407,2020,middle,False,4,W3115965961
5018395569,2020,last,False,4,W3110548345
5018396769,2020,last,False,4,W3103223797
5018403324,2022,middle,False,6,W4285210452
5018404822,2020,first,False,7,W3113396957
5018416641,2022,last,False,2,W4285412683
5018424374,2022,middle,False,4,W4287855128
5018424525,2020,last,False,5,W3119079778
5018425984,2022,middle,False,5,W4310524018
5018428974,2022,last,False,4,W4317418591
5018444527,2021,last,True,2,W3213103699
5018458084,2022,middle,False,4,W4226471298
5018465759,2022,middle,False,7,W4321462155
5018468480,2021,last,False,4,W3160998848
5018481328,2021,last,False,3,W3216155842
5018487853,2021,last,False,4,W3196729500
5018488866,2022,last,False,3,W4382238410
5018493240,2022,last,False,3,W4282933239
5018493716,2020,first,False,9,W3112505875
5018493892,2022,middle,False,4,W4312433629
5018513384,2021,middle,False,4,W4229966936
5018516368,2022,last,False,4,W4319586819
5018518655,2021,last,False,3,W3210262137
5018522833,2022,middle,False,6,W4281390172
5018532037,2022,middle,False,5,W4385573661
5018548772,2020,first,False,7,W3137099164
5018553457,2021,middle,False,5,W3159832730
5018558381,2021,middle,False,11,W3160540087
5018559332,2021,last,False,2,W3166058466
5018582154,2019,last,False,4,W2985056549
5018582738,2019,middle,False,7,W2962904809
5018606896,2021,middle,False,6,W3169633657
5018607913,2022,middle,True,6,W4210598544
5018630988,2022,middle,False,8,W4385573976
5018632091,2020,last,False,5,W3036678145
5018635864,2022,middle,False,7,W4312388782
5018642309,2022,middle,False,6,W4296069131
5018647644,2021,last,False,3,W3201800682
5018647892,2021,first,False,3,W3198875413
5018649943,2022,middle,False,4,W4360995939
5018655903,2020,middle,False,5,W4390912388
5018666047,2020,middle,False,6,W3090807995
5018668377,2020,middle,False,6,W3117737817
5018684508,2022,middle,False,6,W4213243595
5018688029,2020,middle,False,4,W3117059669
5018689123,2021,first,False,3,W3211500712
5018717759,2021,middle,False,4,W3154300230
5018723138,2022,middle,False,8,W4287849789
5018729840,2022,last,False,4,W4285179112
5018730140,2020,last,False,3,W3041665432
5018731744,2022,middle,False,7,W4385573816
5018740222,2022,last,False,5,W4224991290
5018744978,2022,middle,False,7,W4210592951
5018749138,2019,middle,False,5,W2991433488
5018762275,2021,first,True,1,W4205284209
5018773113,2021,last,False,2,W3177443055
5018787960,2021,middle,False,4,W3190460602
5018791184,2022,last,False,5,W4313038764
5018795881,2020,middle,False,5,W3041464920
5018800118,2019,first,False,2,W2963297649
5018806323,2022,middle,False,4,W4368228571
5018809423,2021,middle,False,6,W3213748123
5018813049,2021,last,False,3,W3160009589
5018820623,2019,middle,False,10,W2996005046
5018821033,2022,middle,False,3,W4308216606
5018823718,2022,middle,False,3,W4281556885
5018826118,2020,middle,False,5,W3136503798
5018846256,2019,middle,False,7,W2972736338
5018851913,2019,first,True,2,W2995768639
5018860616,2022,first,False,3,W4293694533
5018862389,2021,middle,False,15,W3199246256
5018867983,2022,middle,False,3,W4285279870
5018876909,2021,last,False,4,W3175991541
5018879445,2022,middle,False,17,W4292829068
5018881921,2021,middle,False,7,W3175316843
5018887199,2022,middle,False,7,W4320029053
5018888157,2020,last,False,2,W3097500243
5018894843,2021,middle,False,6,W3184285541
5018896387,2021,middle,False,3,W3176796859
5018899731,2022,middle,False,5,W4309120790
5018906358,2022,last,True,3,W4320062476
5018909455,2022,first,False,2,W4362681977
5018925225,2022,middle,False,7,W4291208771
5018928362,2022,middle,True,7,W4285744810
5018931712,2019,middle,False,5,W2985848674
5018970859,2022,last,False,6,W4312747482
5018976680,2019,first,False,7,W2970716846
5018977183,2021,last,True,2,W3170012708
5018999058,2022,middle,False,14,W4308025419
5019003578,2021,middle,False,6,W3168217275
5019008916,2022,middle,False,6,W4312443061
5019027088,2021,middle,False,7,W3204411660
5019048236,2021,middle,False,5,W4226339160
5019048636,2021,middle,False,6,W3199694500
5019051241,2022,middle,False,5,W4312008226
5019068861,2022,middle,False,6,W4313563529
5019072702,2019,middle,False,11,W2984305408
5019100753,2021,last,False,5,W3190460267
5019101777,2020,last,False,5,W3081571138
5019106673,2020,middle,False,5,W3100894295
5019108029,2019,middle,False,5,W2971167298
5019110555,2021,last,False,4,W3173650973
5019111542,2022,last,False,4,W4206958985
5019115817,2020,last,False,3,W3087613136
5019126151,2021,first,True,6,W3033077667
5019134461,2022,middle,False,5,W4284969060
5019177183,2020,last,True,5,W3035807844
5019180907,2020,last,False,8,W3035309733
5019197893,2022,middle,False,5,W4297841533
5019214533,2021,middle,False,15,W3197281475
5019215236,2022,first,False,13,W3208687975
5019218714,2021,middle,True,6,W3185979432
5019220178,2020,middle,False,11,W3040155247
5019241553,2020,middle,False,4,W3104410689
5019243136,2021,middle,False,9,W3209482800
5019248666,2022,last,False,4,W4385567070
5019259019,2019,first,False,4,W2989033444
5019283275,2021,last,False,3,W3174237804
5019292332,2021,middle,False,4,W3217490106
5019297976,2020,middle,False,6,W3035296331
5019298277,2021,last,False,2,W3161323257
5019299318,2021,middle,False,3,W3107681958
5019307205,2022,middle,False,18,W4289523162
5019313200,2022,last,False,4,W4313052647
5019332628,2021,first,False,5,W3186786053
5019363025,2019,middle,False,3,W2953526793
5019368074,2021,middle,False,4,W3155936402
5019377864,2021,middle,False,5,W3163714381
5019398608,2021,last,True,2,W3211403530
5019400837,2022,last,True,7,W4309559560
5019410243,2022,middle,False,5,W4297904465
5019419036,2022,middle,False,3,W4385270576
5019424852,2021,first,False,3,W3153479395
5019427144,2021,last,False,2,W3198327836
5019444857,2021,middle,True,5,W3174851372
5019444969,2022,last,False,5,W4385326487
5019447834,2020,middle,False,3,W2998009309
5019448772,2022,middle,False,6,W4287512390
5019452689,2021,middle,False,11,W4206496297
5019458385,2019,last,False,6,W3010888783
5019466280,2020,middle,False,5,W3116384449
5019469492,2020,middle,False,9,W3090814594
5019481782,2021,first,False,3,W3210262137
5019485118,2021,middle,False,4,W3176042808
5019489674,2021,last,True,5,W3121620998
5019494985,2020,middle,False,11,W3037624666
5019498183,2021,middle,False,3,W3171754973
5019514645,2022,middle,False,5,W4281673407
5019520928,2021,middle,False,7,W3193699827
5019527258,2020,first,False,5,W3037636427
5019530089,2019,middle,False,8,W2941649920
5019536884,2020,first,False,3,W3087780320
5019539533,2019,last,False,6,W2971039193
5019540386,2022,last,False,2,W4225245175
5019559411,2021,middle,False,3,W3172564883
5019572093,2022,middle,False,7,W4297818243
5019587984,2021,last,False,3,W3169219518
5019594660,2022,middle,False,8,W4288367246
5019596252,2020,last,False,3,W3098968529
5019602951,2022,middle,False,8,W4297841899
5019603699,2022,middle,False,6,W4285212850
5019633275,2020,middle,False,6,W3114725666
5019634453,2022,first,False,4,W4328028672
5019636088,2022,middle,False,6,W4223926712
5019641005,2022,middle,False,3,W4295308457
5019654595,2022,last,True,4,W4226412672
5019670221,2022,middle,False,5,W4316021298
5019675297,2022,middle,False,3,W4221154622
5019678322,2022,middle,False,4,W4311167039
5019683255,2021,middle,False,6,W3184285541
5019686897,2020,middle,False,3,W3117682495
5019701501,2021,last,False,5,W3181833619
5019715118,2020,middle,False,6,W2997518171
5019716362,2022,last,False,5,W4391763983
5019722690,2022,middle,False,8,W4285601618
5019735658,2022,last,True,3,W4226334468
5019735737,2021,first,False,3,W3196696248
5019738080,2022,last,False,3,W4293024028
5019739449,2022,middle,True,5,W4229007392
5019739552,2022,middle,False,4,W4284689801
5019767181,2021,last,False,7,W3174263371
5019787390,2022,first,True,1,W4226251802
5019802248,2021,middle,False,6,W4205633160
5019807694,2022,last,False,6,W3174851253
5019810499,2022,first,True,2,W3205276005
5019824207,2022,middle,False,10,W4304689276
5019825395,2020,middle,False,13,W4233923317
5019830361,2022,middle,False,9,W4293051825
5019840216,2021,middle,False,7,W3184069441
5019849300,2021,middle,False,10,W3156031277
5019866365,2022,middle,False,9,W4223458030
5019867041,2020,last,False,3,W3102042387
5019868556,2022,first,False,7,W4210592951
5019873574,2020,last,True,2,W3114176606
5019897482,2022,middle,False,4,W4317382108
5019899855,2021,middle,False,5,W3200721874
5019901083,2022,middle,False,5,W4292828961
5019905167,2022,middle,False,10,W4321636758
5019906616,2021,last,False,5,W4200380281
5019906827,2022,last,False,3,W4309345802
5019924950,2022,middle,False,6,W4385574560
5019927724,2022,middle,False,6,W4285254085
5019928111,2020,middle,False,5,W3104196282
5019929457,2020,last,False,8,W3110734869
5019931011,2022,middle,False,6,W4213328902
5019932437,2022,middle,False,6,W4366310519
5019933387,2020,middle,False,8,W3103786884
5019935805,2022,first,True,8,W4285271575
5019945208,2021,middle,False,7,W3214234195
5019950167,2021,middle,False,4,W3215579887
5019953360,2020,last,False,3,W3080563675
5019968969,2019,last,True,2,W2988257285
5019969308,2019,last,False,4,W2989523826
5019988958,2020,last,False,3,W3041897721
5019991170,2021,middle,False,3,W3212745554
5019996096,2021,last,False,4,W3193714822
5019996443,2022,middle,False,5,W4294811651
5019999253,2022,last,False,4,W4205572457
5020000412,2020,first,False,6,W3090593301
5020004345,2020,last,False,2,W3108415498
5020006712,2019,middle,False,4,W2883891001
5020010821,2022,middle,True,24,W4220888452
5020020080,2022,middle,True,20,W4220895458
5020020314,2020,last,False,5,W3101860364
5020021079,2021,last,True,3,W2964941017
5020022037,2022,middle,False,5,W4206485217
5020022791,2020,first,False,8,W3015646649
5020025718,2019,middle,True,6,W2970925677
5020048803,2021,first,False,5,W3152800438
5020054157,2021,middle,False,3,W3197744542
5020065129,2021,middle,True,5,W3159224251
5020068498,2022,first,False,2,W4285181207
5020072191,2022,last,False,3,W4213060092
5020085226,2021,first,False,16,W3213187978
5020085889,2019,middle,False,6,W2972833053
5020090846,2022,middle,False,6,W4312228356
5020093775,2020,middle,False,4,W3093865413
5020094404,2022,first,False,8,W4318147820
5020101447,2022,last,True,6,W4293048708
5020123717,2020,middle,False,11,W3011906630
5020137630,2022,middle,False,3,W4328028645
5020147099,2020,last,False,4,W3117977211
5020151253,2021,middle,False,7,W3171540545
5020181962,2020,middle,False,4,W3048636527
5020182574,2022,last,False,2,W4312271187
5020195559,2021,last,False,4,W3196854172
5020197064,2021,last,False,5,W3213782110
5020208493,2020,last,False,7,W3129502917
5020216791,2021,middle,False,3,W3162345085
5020224649,2019,last,True,2,W2995768639
5020226245,2022,last,False,4,W4300861533
5020247368,2022,middle,False,3,W4286110465
5020249052,2020,middle,False,4,W3115326384
5020259169,2021,middle,False,3,W3197659403
5020263683,2021,first,False,5,W3197236059
5020267037,2021,last,False,4,W3123649662
5020273312,2021,middle,False,9,W3215776227
5020275989,2020,middle,False,12,W3012939329
5020277024,2021,middle,False,4,W3175526286
5020285461,2022,first,False,5,W4385574062
5020289098,2022,middle,False,6,W4308643083
5020301327,2021,middle,False,3,W4232141518
5020320447,2022,middle,False,16,W4320024158
5020329481,2021,middle,False,6,W3171010408
5020340417,2022,middle,False,4,W4309588718
5020347604,2019,last,False,2,W2951899185
5020353093,2021,middle,False,5,W3162311522
5020353138,2022,middle,False,5,W4317600370
5020359610,2022,last,False,3,W4223650768
5020360433,2019,middle,False,5,W2971461915
5020365705,2022,middle,False,8,W4220978177
5020366067,2020,first,False,3,W3030045769
5020370754,2021,middle,False,6,W3208789749
5020377010,2020,last,False,2,W3106782753
5020385352,2022,middle,False,9,W4385573076
5020392160,2021,middle,False,4,W3197407562
5020400305,2021,middle,False,7,W2978036638
5020404017,2021,last,False,4,W3156622799
5020409015,2021,middle,False,15,W3199246256
5020409408,2022,first,True,3,W4306732251
5020415668,2019,last,False,4,W3005587429
5020429493,2020,middle,False,6,W3023470214
5020441658,2021,last,False,3,W3129357366
5020449921,2022,middle,False,6,W4312383860
5020451338,2022,middle,False,6,W4366517598
5020470519,2022,last,False,4,W4317382108
5020474806,2021,last,False,2,W4207058816
5020481922,2020,last,True,4,W3112870511
5020485354,2020,middle,False,5,W3113679501
5020493245,2020,last,False,4,W3111277931
5020500064,2019,middle,False,15,W2970279348
5020501435,2019,first,False,7,W2963057320
5020511097,2021,last,False,3,W3203684173
5020523652,2022,middle,False,12,W4291652457
5020527092,2022,last,False,6,W4312361117
5020529014,2022,last,False,5,W4312340546
5020532873,2022,last,False,5,W4224979365
5020533147,2021,last,False,4,W3157805235
5020541310,2022,first,False,4,W4308475331
5020546469,2022,middle,False,4,W4291710825
5020570496,2020,last,False,2,W3043983603
5020574706,2020,middle,False,5,W3035785882
5020580909,2022,middle,False,5,W4308517725
5020597757,2022,middle,False,7,W4225370003
5020611138,2022,middle,True,3,W4308871212
5020625328,2021,middle,False,7,W4226434268
5020634590,2022,last,False,3,W4303021240
5020637789,2021,middle,False,3,W3135352592
5020665735,2021,last,False,5,W3154670582
5020679327,2020,last,False,2,W3091053693
5020679643,2020,first,False,9,W3106803824
5020681500,2020,last,False,4,W3135349591
5020682113,2022,middle,False,23,W3169341408
5020697231,2019,middle,False,5,W2963614864
5020700841,2019,middle,False,3,W2883206022
5020710247,2022,first,True,3,W4225760239
5020713789,2020,last,False,2,W3095340127
5020716844,2022,middle,False,4,W4200629408
5020723168,2020,middle,False,4,W3080213329
5020727991,2021,middle,False,3,W3173949779
5020766468,2018,first,False,3,W2810397803
5020772870,2022,middle,False,10,W4224918069
5020773624,2021,middle,False,8,W3138559567
5020775577,2020,middle,False,5,W3009654469
5020786167,2022,last,False,4,W4285684853
5020802697,2021,last,False,2,W3196499124
5020822487,2021,middle,False,25,W3204256746
5020836177,2022,middle,False,6,W4213224833
5020849374,2022,middle,False,4,W4312941176
5020864885,2019,middle,False,5,W2990188683
5020873493,2021,middle,False,4,W3193120685
5020880385,2020,middle,False,5,W3013642887
5020881468,2019,last,False,4,W2970869018
5020888824,2020,middle,False,6,W3115198855
5020896290,2022,first,False,5,W4285309825
5020902076,2021,first,False,2,W4200023091
5020908862,2022,first,False,3,W4296641137
5020909684,2022,last,False,6,W4283317907
5020934904,2020,first,False,2,W3109375587
5020936420,2021,last,False,3,W3208444943
5020938231,2021,middle,False,5,W3216631677
5020945377,2022,last,False,5,W4283399282
5020953714,2020,last,False,3,W3173006506
5020962335,2022,first,False,3,W4288422235
5020975010,2019,last,False,3,W3005795155
5020976830,2022,middle,True,5,W4287147696
5020987552,2020,first,True,1,W3101735592
5020991141,2019,last,False,4,W3003923175
5020994673,2020,last,False,3,W3034489696
5020998500,2022,middle,False,4,W4226193340
5021026262,2022,first,True,1,W4224213755
5021026351,2022,last,False,3,W4311128791
5021030351,2022,last,False,5,W4225658837
5021040346,2021,middle,False,4,W3204088617
5021052588,2021,middle,False,7,W4207035043
5021055773,2019,middle,False,3,W2946417913
5021057186,2020,last,False,5,W3102654237
5021069086,2022,middle,False,5,W4328028837
5021073698,2022,middle,False,4,W4282980673
5021080053,2022,last,False,4,W4283831718
5021080594,2020,middle,False,5,W3104713013
5021090590,2022,last,False,6,W4328028694
5021091177,2022,last,False,3,W4223895293
5021095324,2020,middle,False,6,W3104442086
5021101350,2022,last,False,5,W4287887904
5021107714,2022,last,False,5,W4292794834
5021120517,2022,middle,False,8,W4313270255
5021122269,2022,last,False,8,W4211219865
5021123104,2021,middle,False,4,W3175533348
5021124418,2022,middle,False,9,W4226455589
5021128017,2020,last,False,11,W3116407756
5021140826,2020,middle,False,5,W3034500398
5021166773,2021,last,False,2,W4205147579
5021174667,2021,middle,False,6,W4200156962
5021180431,2020,first,True,9,W3084095723
5021187328,2021,last,False,5,W4210604289
5021195199,2021,middle,False,4,W3198711122
5021205602,2021,first,False,9,W3197754921
5021211836,2021,first,False,2,W3201427244
5021212312,2022,middle,False,12,W4309643839
5021220108,2022,last,False,5,W4321512592
5021242300,2022,last,True,6,W4296777590
5021246376,2019,middle,False,4,W2884574958
5021250548,2022,last,False,5,W3214728958
5021251779,2021,first,False,4,W3214600742
5021256099,2022,middle,False,5,W4313164946
5021259488,2020,last,False,3,W3034802203
5021273980,2020,first,True,2,W3091759883
5021283579,2021,last,False,3,W3184394178
5021285403,2022,middle,False,18,W4234577219
5021287757,2019,middle,False,7,W2952352518
5021338648,2022,middle,False,3,W4385573857
5021345648,2020,last,False,3,W2595186334
5021355026,2022,last,False,4,W4291237172
5021357107,2019,middle,False,10,W2971355343
5021358528,2020,last,False,3,W3032084709
5021380974,2022,first,False,4,W4289878414
5021381399,2021,middle,False,4,W3164693331
5021389231,2022,middle,False,5,W4309101696
5021394822,2020,middle,False,4,W3092568562
5021400024,2022,last,True,8,W4207067088
5021403239,2021,middle,False,6,W3196401837
5021416216,2021,middle,False,12,W3158873112
5021432664,2022,middle,False,5,W4360995892
5021438219,2022,middle,False,8,W4312591085
5021449557,2021,last,False,3,W3161587393
5021453391,2022,middle,False,5,W4300167402
5021459300,2020,middle,False,5,W3101853775
5021468662,2020,last,False,2,W3031484690
5021491998,2022,middle,False,7,W4320029053
5021531143,2019,middle,False,5,W2952682849
5021534206,2019,last,False,4,W2984030454
5021545074,2022,first,False,4,W4213140462
5021549473,2021,middle,False,4,W3214480544
5021554615,2019,middle,False,4,W2979144850
5021557805,2020,middle,False,7,W3114035504
5021568197,2020,first,False,5,W3116968030
5021568693,2020,last,False,6,W3102549534
5021570308,2020,last,False,8,W3139403840
5021570324,2020,last,False,7,W3095166428
5021573612,2020,middle,False,5,W3101860364
5021580320,2021,middle,False,7,W3129336662
5021605006,2020,middle,False,4,W3104982372
5021631420,2021,middle,False,5,W3165530421
5021634114,2022,middle,False,4,W4308216459
5021644682,2022,first,False,4,W3199098260
5021652198,2022,middle,False,19,W4221066460
5021661678,2019,first,False,5,W2964529779
5021662681,2020,middle,False,4,W3095839900
5021667085,2019,middle,False,6,W2950428495
5021678540,2021,middle,False,16,W3147637074
5021680636,2020,first,False,3,W3114055400
5021681759,2020,middle,False,6,W3139035125
5021682643,2022,last,True,3,W4223456432
5021688106,2022,middle,True,5,W4312177081
5021693730,2022,middle,False,8,W3201849546
5021717958,2022,middle,True,4,W4220705979
5021722017,2021,first,False,5,W3217467230
5021723305,2022,first,False,2,W4313375727
5021726620,2022,middle,False,4,W4315606042
5021729611,2022,middle,False,10,W4229370390
5021733732,2020,first,False,5,W3102577836
5021750511,2021,middle,False,24,W3196831814
5021751767,2022,last,True,2,W4385573163
5021755144,2021,last,False,3,W3160798240
5021757437,2022,last,False,4,W4297841714
5021766012,2022,last,False,2,W4283314456
5021769068,2020,middle,False,5,W3083728776
5021781616,2022,middle,False,6,W4285286324
5021788449,2021,middle,True,4,W3174361912
5021789878,2021,middle,False,11,W4205508242
5021790939,2022,middle,False,7,W4221151441
5021802342,2022,middle,False,3,W4309204637
5021807054,2020,middle,False,5,W2998456908
5021825932,2022,middle,False,7,W4313730715
5021827481,2021,middle,False,6,W3217728966
5021843919,2021,first,False,3,W3139172628
5021845515,2021,middle,False,6,W4230597592
5021852735,2022,last,False,4,W4316925060
5021852786,2021,middle,False,9,W3200523913
5021862101,2022,middle,False,5,W4214663417
5021863801,2022,middle,False,19,W4285211735
5021874293,2022,middle,False,9,W4223458030
5021896449,2021,last,False,3,W3165850266
5021897885,2022,middle,False,4,W4283591063
5021900623,2022,last,False,6,W4225635674
5021903186,2021,middle,False,6,W3170886857
5021911747,2022,middle,False,5,W3205717164
5021920057,2022,last,False,5,W4295934596
5021935248,2022,first,True,4,W3199901511
5021938376,2020,middle,False,6,W3118434027
5021952588,2019,middle,False,7,W2954444514
5021975286,2021,middle,False,8,W3161127962
5021981517,2022,first,False,8,W4307090970
5021983750,2019,middle,False,5,W3004302692
5022011099,2021,middle,False,11,W3160540087
5022014033,2019,last,False,7,W2972736338
5022017027,2022,middle,False,8,W4285208881
5022052915,2021,middle,False,25,W3204256746
5022062855,2022,last,False,2,W4225320784
5022074764,2021,middle,False,5,W4200192202
5022077395,2022,first,False,3,W4309997606
5022078199,2022,middle,False,24,W4318603275
5022120449,2022,middle,False,6,W3121354667
5022145072,2021,middle,False,4,W4212887236
5022152853,2020,middle,False,5,W3030678071
5022153057,2022,last,False,6,W4211192082
5022170150,2020,middle,False,4,W3095175338
5022190846,2022,middle,False,19,W4221066460
5022191527,2021,last,True,9,W3154275519
5022201149,2022,middle,False,12,W4297914802
5022216838,2022,middle,False,4,W4307444957
5022222926,2022,last,False,4,W3199098260
5022257357,2022,middle,False,5,W4293101460
5022267948,2022,middle,False,3,W4312307060
5022278329,2022,middle,False,12,W4311426701
5022279488,2020,first,False,6,W3119349118
5022290876,2021,last,True,6,W3185979432
5022293663,2022,middle,True,6,W4292265045
5022297444,2021,middle,False,5,W4205401592
5022324613,2019,middle,False,7,W2952352518
5022325814,2020,middle,False,3,W3091338744
5022326820,2020,middle,False,8,W3098608326
5022355568,2021,first,True,3,W3154927178
5022359423,2020,last,False,2,W3037907898
5022362167,2022,first,False,7,W4320024180
5022371052,2021,middle,False,6,W3172028705
5022385009,2019,last,False,4,W2983408952
5022393623,2021,middle,False,8,W4231780944
5022407073,2022,middle,False,4,W4285125091
5022408570,2021,middle,False,6,W4200082383
5022416424,2021,middle,False,12,W3119786062
5022422213,2022,middle,False,11,W4286267600
5022424856,2021,middle,False,4,W4207028133
5022428964,2022,first,False,7,W4211026163
5022448274,2021,first,False,4,W4206590096
5022457368,2022,middle,False,13,W4310239597
5022461927,2022,middle,False,8,W4385567294
5022465625,2020,middle,False,4,W3114239721
5022483402,2022,last,False,3,W4301184818
5022485068,2022,middle,False,4,W4283792550
5022488945,2019,first,False,4,W3005961436
5022489629,2020,first,True,1,W3028018682
5022489655,2020,last,False,4,W3034383590
5022491386,2020,middle,False,8,W3110734869
5022495891,2021,middle,False,9,W3160160137
5022496550,2022,middle,False,6,W4385573177
5022501326,2022,middle,False,4,W4319587062
5022507249,2020,middle,False,3,W3093592644
5022518029,2022,middle,False,4,W4281743053
5022520503,2022,middle,False,5,W3128494784
5022533797,2022,first,False,6,W4296777590
5022536844,2022,middle,False,6,W4287888044
5022565589,2020,middle,True,3,W3016441316
5022571340,2022,middle,False,6,W4308236201
5022574607,2020,middle,False,7,W2996854111
5022574838,2019,middle,False,6,W3091390616
5022581623,2021,middle,False,5,W3203053806
5022590472,2021,last,False,12,W3210322523
5022594750,2022,last,False,2,W4281626039
5022595726,2019,last,True,3,W2953526793
5022600135,2022,first,True,1,W4312590785
5022601535,2022,last,False,6,W4281564455
5022608288,2021,middle,False,5,W3203781993
5022616566,2022,last,False,6,W4319718049
5022619382,2020,first,False,3,W3028754898
5022636178,2021,last,False,5,W3156558703
5022638931,2020,middle,False,6,W3012716314
5022645695,2021,last,False,3,W4285420590
5022655938,2021,first,False,3,W4200120588
5022672030,2019,middle,False,5,W2985115890
5022673825,2021,middle,False,6,W3209079307
5022683388,2021,last,False,6,W3138523474
5022683477,2022,middle,False,4,W4226353085
5022686531,2022,last,True,2,W4313375727
5022692056,2022,middle,False,5,W4313419997
5022698890,2020,middle,False,3,W3034341146
5022703491,2019,first,False,7,W3046423960
5022731366,2022,first,False,6,W4225986972
5022736687,2022,middle,False,6,W4289533864
5022754114,2020,middle,False,3,W3035428952
5022761201,2021,middle,False,12,W3137689960
5022780948,2019,last,False,3,W2970452639
5022799473,2021,last,False,8,W4226373076
5022800038,2019,last,False,4,W2966070016
5022805973,2022,last,False,3,W4387096116
5022828079,2022,last,False,4,W4296425700
5022834069,2021,middle,False,5,W3163714381
5022837496,2022,middle,False,9,W4229455170
5022844115,2022,middle,False,16,W4312799098
5022846665,2022,middle,True,3,W4312221869
5022865376,2019,middle,False,7,W2962829230
5022869475,2022,middle,True,6,W4286470556
5022877637,2020,middle,False,6,W3129048826
5022888361,2021,middle,False,5,W3183764363
5022888378,2022,last,True,2,W4281719181
5022902229,2021,middle,False,23,W3190761184
5022903591,2021,first,False,6,W4200359811
5022905724,2021,middle,False,5,W3211102095
5022915126,2019,middle,False,8,W2989186566
5022916498,2021,middle,False,5,W3161782335
5022924513,2022,first,False,3,W4226361124
5022934605,2021,middle,False,4,W3188120558
5022935102,2022,middle,False,7,W4313496563
5022959238,2021,middle,False,6,W3118907996
5022961965,2022,middle,False,5,W4287889747
5022973212,2019,middle,False,7,W2995514860
5022998651,2021,last,False,5,W3209586129
5022999126,2021,first,False,4,W3213508244
5023007633,2021,last,False,5,W3209176733
5023013526,2022,last,False,3,W4320067774
5023014733,2021,last,False,3,W3186370775
5023026501,2021,middle,False,4,W4210354423
5023028746,2022,middle,False,3,W4282573562
5023053982,2020,last,False,2,W3037963377
5023057388,2022,middle,False,12,W4210833614
5023059609,2019,last,False,2,W2972809973
5023083273,2020,middle,False,8,W3033685272
5023089209,2020,last,False,2,W3091662078
5023089434,2021,first,False,16,W3183988814
5023092411,2022,first,False,4,W4385572966
5023107088,2021,middle,False,6,W3167698605
5023113072,2020,middle,False,4,W3132983178
5023121476,2022,last,True,6,W4212868710
